STUDY_INFO,STUDY_DATE_BEGIN,STUDY_DATE_END,NUM_CASE,SUB_NATIONAL_REGION,AREA_SIZE,YEAR_PUBLICATION,LONGITUDE,LATITUDE,AREA_HOSPITAL,COUNTRY,DIAGNOSTIC_METHOD_SUMMARY,STUDY_TYPE
"Osifo, O. D. and M. E. Ovueni (2010). ""Is nonoperative management of adhesive intestinal obstruction applicable to children in a resource-poor country?"" African journal of paediatric surgery : AJPS 7(2): 66-70.",2002,2008,2.0,"Univeristy of Benin Teaching Hospital, Benin City",NA,2010,6.39050312796548,5.61180409615447,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Akinwale, M.O., A.A. Sanusi, and O.K. Adebayo, Typhoid perforation: Post-operative Intensive Care Unit care and outcome. Afr J Paediatr Surg, 2016. 13(4): p. 175-180.",2009,2012,67.0,"University College Hospital, Ibadan",NA,2016,3.94703999999999,7.377535,Hospital,Nigeria,Clinical symptoms,Prospective study
"Makanjuola, O. B., et al. (2012). ""Quinolone and multidrug resistant Salmonella typhi in Ibadan, Nigeria."" International Journal of Tropical Medicine 7(3): 103-107.",2008,2009,NA,"University College Hospital, Ibadan",NA,2012,3.90387459107427,7.46234029411536,Hospital,Nigeria,Blood culture,Prospective study
"Ajao, A. E., et al. (2018). ""BOWEL RESECTION IN CHILDREN IN IBADAN, NIGERIA."" J West Afr Coll Surg 8(1): 50-61.",2010,2017,9.0,"University College Hospital, Ibadan",NA,2018,3.94703999999999,7.377535,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Adeyeye, E.I., O.M. Ikujuni, and O. Olaofe, Retrospective case study of students medical tests/admissions in the University of Ado-ekiti, Nigeria from 1990-1999. Biosciences Biotechnology Research Asia, 2008. 5(1): p. 161-170.",1990,1999,32.0,University of Ado-Ekiti Health Centre,NA,2008,7.71504438732628,5.25990000271243,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Enabulele, O. and S.N. Awunor, Typhoid fever in a Tertiary Hospital in Nigeria: Another look at the Widal agglutination test as a preferred option for diagnosis. Niger Med J, 2016. 57(3): p. 145-9.",NA,NA,60.0,"University of Benin Teaching Hospital, Benin City",NA,2016,6.39050312796548,5.61180409615447,Hospital,Nigeria,Blood culture,Cross-sectional study
"Usang, U. E., O. A. Sowande, et al. (2009). ""Outcome of primary closure of abdominal wounds following typhoid perforation in children in Ile-Ife, Nigeria."" Afr J Paediatr Surg 6(1): 31-34.",1994,2004,32.0,"University of Calabar Teaching Hospital, Calabar",NA,2009,8.341701,4.975716,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Nasir, A. A., L. O. Abdur-Rahman, et al. (2011). ""Predictor of mortality in children with typhoid intestinal perforation in a Tertiary Hospital in Nigeria."" Pediatr Surg Int 27(12): 1317-1321.",2002,2009,153.0,"University of Ilorin Teaching Hospital, Ilorin",NA,2011,4.64675523820361,8.5374386739421,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Rahman, G. A., A. M. Abubakar, et al. (2001). ""Typhoid ileal perforation in Nigerian children: an analysis of 106 operative cases."" Pediatr Surg Int 17(8): 628-630.",1984,1999,106.0,"University of Ilorin Teaching Hospital, Ilorin",NA,2001,4.64675523820361,8.5374386739421,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Samuel, S. O., A. Fadeyi, et al. (2006). ""Bacterial isolates of blood cultures in patients with suspected septicaemia in Ilorin, Nigeria."" Afr J Med Med Sci 35(2): 137-141.",2003,2004,15.0,"University of Ilorin Teaching Hospital, Ilorin",NA,2006,4.64675523820361,8.5374386739421,Hospital,Nigeria,Blood culture,Prospective study
"Kolawole, I. K. (2002). ""Anaesthesia and typhiod perforation: an anaesthetist's experience."" African journal of medicine and medical sciences 31(4): 371-375.",1988,1997,95.0,"University of Ilorin Teaching Hospital, Ilorin",NA,2002,4.64675523820361,8.5374386739421,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Adias, T. C., et al. (2010). ""Distribution of antibodies to Salmonella in the sera of blood donors in the south-western region of Nigeria."" Blood Transfus 8(3): 163-169.",2004,2005,106.0,"University of Ilorin Teaching Hospital, Ilorin",NA,2010,4.64675523820361,8.5374386739421,Hospital,Nigeria,Widal test,Prospective study
"Ofoegbu, C. K., T. Odi, et al. (2005). ""Epidemiology of non-trauma surgical deaths."" West Afr J Med 24(4): 321-324.",1999,2001,4.0,"University of Ilorin Teaching Hospital, Ilorin",NA,2005,4.64675523820361,8.5374386739421,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Tanyigna, K. B., C. S. Bello, et al. (2001). ""Comparison of blood, bone marrow aspirate, stool and urine cultures in the diagnosis of enteric fever."" Niger J Med 10(1): 21-24.",NA,NA,86.0,University of Jos,NA,2001,8.89000099999999,9.950476,Hospital,Nigeria,Bone marrow culture,Prospective study
"Baba, M., et al. (2013). ""Evidence of arbovirus co-infection in suspected febrile malaria and typhoid patients in Nigeria."" J Infect Dev Ctries 7(1): 51-59.",2008,2008,112.0,University of Maiduguri Teaching Hospital,NA,2013,NA,NA,Hospital,Nigeria,Widal test,Prospective study
"Eni, U. E., H. U. Na'aya, et al. (2007). ""Aetiology, management and outcome of entero-cutaneous fistula in Maiduguri, Nigeria."" Niger J Clin Pract 10(1): 47-51.",1994,2004,3.0,University of Maiduguri Teaching Hospital,NA,2007,13.150967,11.831098,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Odetunde, O. I., O. U. Ezenwosu, et al. (2014). ""Typhoid glomerulonephritis and intestinal perforation in a Nigerian child."" Niger J Clin Pract 17(5): 655-657.",NA,NA,1.0,"University of Nigeria Teaching Hospital, Enugu",NA,2014,7.46247799999999,6.298492,Hospital,Nigeria,Widal test,Case report
"Ohanu, M. E., A. U. Mbah, et al. (2003). ""Interference by malaria in the diagnosis of typhoid using Widal test alone."" West Afr J Med 22(3): 250-252.",1997,1998,20.0,"University of Nigeria Teaching Hospital, Enugu",NA,2003,7.47973,6.43517399999999,Hospital,Nigeria,Widal test,Case-control study
"Okafor, U. V. and J. Azike (2009). ""A review of anaesthesia for emergency laparotomy in paediatric intestinal obstruction in Enugu, Nigeria."" Pan Afr Med J 3: 7.",2007,2008,14.0,"University of Nigeria Teaching Hospital, Enugu",NA,2009,7.47973,6.43517399999999,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Agu, K., M. Nzegwu, et al. (2014). ""Prevalence, morbidity, and mortality patterns of typhoid ileal perforation as seen at the University of Nigeria Teaching Hospital Enugu Nigeria: an 8-year review."" World J Surg 38(10): 2514-2518.",1999,2007,50.0,"University of Nigeria Teaching Hospital, Enugu",NA,2014,7.54638899999999,6.45836599999999,Hospital,Nigeria,Blood culture,Retrospective study
"Arodiwe, E. B., S. C. Nwokediuko, et al. (2014). ""Medical causes of death in a teaching hospital in South-Eastern Nigeria: A 16 year review."" Niger J Clin Pract 17(6): 711-716.",1995,2010,NA,"University of Nigeria Teaching Hospital, Enugu",NA,2014,7.46247799999999,6.298492,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Ohanu, M. E., et al. (2019). ""Typhoid fever among febrile Nigerian patients: Prevalence, diagnostic performance of the Widal test and antibiotic multi-drug resistance."" Malawi Med J 31(3): 184-192.",2013,2016,72.0,"University of Nigeria Teaching Hospital, Enugu",NA,2019,7.47973,6.43517399999999,Hospital,Nigeria,Stool culture,Prospective study
"Ohanu, M. E., et al. (2019). ""Typhoid fever among febrile Nigerian patients: Prevalence, diagnostic performance of the Widal test and antibiotic multi-drug resistance."" Malawi Med J 31(3): 184-192.",2013,2016,21.0,"University of Nigeria Teaching Hospital, Enugu",NA,2019,7.47973,6.43517399999999,Hospital,Nigeria,Blood culture,Prospective study
"Ohanu, M. E., et al. (2019). ""Typhoid fever among febrile Nigerian patients: Prevalence, diagnostic performance of the Widal test and antibiotic multi-drug resistance."" Malawi Med J 31(3): 184-192.",2013,2016,21.0,"University of Nigeria Teaching Hospital, Enugu",NA,2019,7.47973,6.43517399999999,Hospital,Nigeria,Urine culture,Prospective study
"Ekenze, S. O. and A. N. Ikefuna (2008). ""Typhoid intestinal perforation under 5 years of age."" Ann Trop Paediatr 28(1): 53-58.",2001,2006,83.0,"University of Nigeria Teaching Hospital, Enugu",NA,2008,7.54638899999999,6.45836599999999,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Ekenze, S. O., P. A. Anyanwu, et al. (2010). ""Profile of pediatric abdominal surgical emergencies in a developing country."" Int Surg 95(4): 319-324.",2008,2009,22.0,"University of Nigeria Teaching Hospital, Enugu",NA,2010,7.54638899999999,6.45836599999999,Hospital,Nigeria,Clinical symptoms,Prospective study
"Ekenze, S. O., P. E. Okoro, et al. (2008). ""Typhoid ileal perforation: analysis of morbidity and mortality in 89 children."" Niger J Clin Pract 11(1): 58-62.",1995,2004,89.0,"University of Nigeria Teaching Hospital, Enugu",NA,2008,7.54638899999999,6.45836599999999,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Eze, E.A., et al., Prevalence of malaria and typhoid co-infections in University of Nigeria Teaching Hospital, Enugu, Nigeria. African Journal of Biotechnology, 2011. 10(11): p. 2135-2143.",NA,NA,3.0,"University of Nigeria Teaching Hospital, Enugu",NA,2011,7.4631199362373,6.29893932075238,Hospital,Nigeria,Blood culture,Prospective study
"Ngwu, B. A. and J. A. Agbo (2003). ""Typhoid fever: clinical diagnosis versus laboratory confirmation."" Niger J Med 12(4): 187-192.",NA,NA,46.0,"University of Nigeria, Nsukka",NA,2003,7.40807372073757,6.86618090424316,Hospital,Nigeria,Stool culture,Prospective study
"Ordinioha, B. and C. Onyenaporo (2010). ""Experience with the use of community health extension workers in primary care, in a private rural health care institution in South-South Nigeria."" Ann Afr Med 9(4): 240-245.",2008,NA,71.0,"University of Port Harcourt Teaching Hospital,Port Harcourt",NA,2010,6.928833,4.899572,Hospital,Nigeria,Clinical symptoms,Prospective study
"Stanley, P.C., D.U. Nwaneri, and C.N. Stanley, The pattern of Typhoid Psychosis in childhood at the University of Port Harcourt Teaching Hospital Port Harcourt January 2000-December 2003. Research Journal of Medical Sciences, 2008. 2(1): p. 1-4.",2000,2003,17.0,"University of Port Harcourt Teaching Hospital,Port Harcourt",NA,2008,6.928833,4.899572,Hospital,Nigeria,Widal test,Prospective study
"Adegoke, S.A., et al., Predictors of intestinal perforation in children with typhoid fever. Journal of Pediatric Infectious Diseases, 2011. 6(4): p. 247-251.",2008,2010,193.0,"University Teaching Hospital, Ado-Ekiti, Ekiti State",NA,2011,5.22144911094864,7.64220873114692,Hospital,Nigeria,Blood culture,Case-control study
"Hendriksen, R. S., P. Leekitcharoenphon, et al. (2015). ""Genomic signature of multidrug-resistant Salmonella enterica serovar typhi isolates related to a massive outbreak in Zambia between 2010 and 2012."" J Clin Microbiol 53(1): 262-272.",2010,2012,94.0,"University Teaching Hospital, Lusaka",100 km by 100 km,2015,28.3145,-15.432153,Hospital,Zambia,Blood culture,Outbreak
"Hendriksen, R. S., P. Leekitcharoenphon, et al. (2015). ""Genomic signature of multidrug-resistant Salmonella enterica serovar typhi isolates related to a massive outbreak in Zambia between 2010 and 2012."" J Clin Microbiol 53(1): 262-272.",2010,2010,35.0,"University Teaching Hospital, Lusaka",100 km by 100 km,2015,28.3145,-15.432153,Hospital,Zambia,Blood culture,Outbreak
"Hendriksen, R. S., P. Leekitcharoenphon, et al. (2015). ""Genomic signature of multidrug-resistant Salmonella enterica serovar typhi isolates related to a massive outbreak in Zambia between 2010 and 2012."" J Clin Microbiol 53(1): 262-272.",2011,2011,33.0,"University Teaching Hospital, Lusaka",100 km by 100 km,2015,28.3145,-15.432153,Hospital,Zambia,Blood culture,Outbreak
"Hendriksen, R. S., P. Leekitcharoenphon, et al. (2015). ""Genomic signature of multidrug-resistant Salmonella enterica serovar typhi isolates related to a massive outbreak in Zambia between 2010 and 2012."" J Clin Microbiol 53(1): 262-272.",2012,2012,26.0,"University Teaching Hospital, Lusaka",100 km by 100 km,2015,28.3145,-15.432153,Hospital,Zambia,Blood culture,Outbreak
"Odikamnoro, O.O., et al., INCIDENCE OF MALARIA/TYPHOID CO-INFECTION AMONG ADULT POPULATION IN UNWANA COMMUNITY, AFIKPO NORTH LOCAL GOVERNMENT AREA, EBONYI STATE, SOUTHEASTERN NIGERIA. Afr J Infect Dis, 2018. 12(1): p. 33-38.",NA,NA,173.0,"Unwana Community, Afikpo-North Local Government Area of Ebonyi State",NA,2018,7.94622489916979,5.86530434923843,Area,Nigeria,Widal test,Prospective study
"Kwambana-Adams, B., et al., Salmonella Infections in The Gambia, 2005-2015. Clin Infect Dis, 2015. 61 Suppl 4: p. S354-62.",2005,2015,NA,Upper River region,70 km by 30 km,2015,-14.1919168823772,13.3822201804897,Area,Gambia,CSF culture,Retrospective study
"Kwambana-Adams, B., et al., Salmonella Infections in The Gambia, 2005-2015. Clin Infect Dis, 2015. 61 Suppl 4: p. S354-62.",2005,2015,NA,Western Region,100 km by 15 km,2015,-16.3822447948736,13.2157179499505,Area,Gambia,CSF culture,Retrospective study
"Riewpaiboon, A., M. Piatti, et al. (2014). ""Cost of illness due to typhoid Fever in pemba, zanzibar, East Africa."" J Health Popul Nutr 32(3): 377-385.",2010,2010,3.0,"Wete, Pemba, Zanzibar",3 km by 3 km,2014,39.7300685302224,-5.05737912089733,Area,"Tanzania, United Republic of",Blood culture,Prospective study
"Thriemer, K., B. Ley, et al. (2012). ""The burden of invasive bacterial infections in Pemba, Zanzibar."" PLoS One 7(2): e30350.",2009,2010,5.0,"Wete, Pemba, Zanzibar",3 km by 3 km,2012,39.7311199999999,-5.055271,Area,"Tanzania, United Republic of",Blood culture,Prospective study
"Keddy, K.H., et al., Molecular epidemiological investigation of a typhoid fever outbreak in South Africa, 2005: the relationship to a previous epidemic in 1993. Epidemiology and Infection, 2010((Keddy K.H.; Ismail H.; Smith A.M.) Enteric Diseases Reference Unit, National Institute for Communicable Diseases and Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa): p. 1-7.",2005,2005,103.0,Witbank,20 km by 20 km,2005,29.2149371792252,-25.8544719383351,Area,South Africa,Culture,Case-control study
"Keddy, K.H., et al., Molecular epidemiological investigation of a typhoid fever outbreak in South Africa, 2005: the relationship to a previous epidemic in 1993. Epidemiology and Infection, 2010((Keddy K.H.; Ismail H.; Smith A.M.) Enteric Diseases Reference Unit, National Institute for Communicable Diseases and Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa): p. 1-7.",2005,2005,NA,Witbank,26 km by 21km,2005,29.1495405299218,-26.0065489904064,Area,South Africa,Culture,Case-control study
"Bafa, T. A., et al. (2019). ""Magnitude of enteropathogens and associated factors among apparently healthy food handlers at Wolkite University Student's Cafeteria, Southern Ethiopia."" BMC Res Notes 12(1): 567.",2016,2017,10.03,"Wolkite University cafeteria, Welkite",4 km by 3 km,2019,37.8026719713582,8.21498829405902,Area,Ethiopia,Stool culture,Cross-sectional study
"Nsutebu, E. F., P. M. Ndumbe, et al. (2002). ""The distribution of anti-Salmonella antibodies in the sera of blood donors in Yaounde, Cameroon."" Trans R Soc Trop Med Hyg 96(1): 68-69.",1996,1996,NA,Yaoundé,16 km by 25 km,2002,11.5245649779784,3.86359987469251,Area,Cameroon,Blood culture,Cross-sectional study
"Nsutebu, E. F., P. Martins, et al. (2003). ""Prevalence of typhoid fever in febrile patients with symptoms clinically compatible with typhoid fever in Cameroon."" Trop Med Int Health 8(6): 575-578.",1997,1997,3.0,"Yaounde Central Hospital, Yaoundé (Capital city, Southern part)",NA,2003,11.510349,3.871012,Hospital,Cameroon,Blood culture,Cross-sectional study
"Ibrahim, Y. K., T. A. Adedare, et al. (2005). ""Antibiotic sensitivity profiles of salmonella organisms isolated from presumptive typhoid patients in Zaria, northern Nigeria."" Afr J Med Med Sci 34(2): 109-114.",NA,NA,38.0,"Zaria, Kaduna State",15 km by 6 km,2005,7.71944329841652,11.1240180536306,Area,Nigeria,Unclear,Prospective study
"Feleke, S.M., A. Animut, and M. Belay, Prevalence of malaria among acute febrile patients clinically suspected of having malaria in the Zeway Health Center, Ethiopia. Jpn J Infect Dis, 2015. 68(1): p. 55-9.",2011,2011,52.0,Zeway Health Center,2 km by 4 km,2015,38.7140674759656,7.92743205184785,Hospital,Ethiopia,Widal test,Cross-sectional study
